condition,post_index,comment_imbalance_mean,participation_rate_A_mean,participation_rate_B_mean,participation_gap_mean,mean_confidence_A_mean,mean_confidence_B_mean,mean_willingness_A_mean,mean_willingness_B_mean,conformity_rate_mean,silence_streak_mean_mean,silence_streak_max_mean,silence_streak_pct_ge_5_mean,cascade_flag_mean,comment_imbalance_std,participation_rate_A_std,participation_rate_B_std,participation_gap_std,mean_confidence_A_std,mean_confidence_B_std,mean_willingness_A_std,mean_willingness_B_std,conformity_rate_std,silence_streak_mean_std,silence_streak_max_std,silence_streak_pct_ge_5_std,cascade_flag_std,cascade_probability
treatment1,21,0.25588131267933945,0.46749999999999997,0.3355,0.132,0.5752641674396993,0.4249336669316784,0.6548616840395758,0.34103077884136285,0.060977091113277274,1.832,16.9,0.11625,0.55,0.12224363759077918,0.05035400992760629,0.04946822478276226,0.0759223980543014,0.012034218519264926,0.011977670998708528,0.024104743918209375,0.022774335479814497,0.03042946490333879,0.15350638594636964,3.127130852462214,0.01805510570739654,0.5104177855340405,0.55
treatment1,22,0.22852832878686188,0.47850000000000004,0.3335,0.145,0.5766204998257193,0.42355157442215174,0.6567268999762064,0.33909767509951666,0.0732686503946278,1.8672499999999999,17.4,0.11775,0.35,0.13492770420337374,0.06714281714924422,0.04738143096192853,0.08042649471804413,0.012171730125509313,0.011774077265833353,0.02463283088560841,0.023162638656843773,0.0357448542066437,0.1707758996308813,3.3466401061363023,0.024627487851884865,0.4893604849295929,0.35
treatment1,23,0.21954943820445347,0.45199999999999996,0.34750000000000003,0.1045,0.5774951818025312,0.42260383235459803,0.6583990254907782,0.3372837856059366,0.06784709160619573,1.9170000000000003,18.4,0.12575,0.25,0.1124960180331858,0.059877067044860656,0.03823404379951404,0.08488227141164402,0.012874264269095197,0.012465687787652606,0.026496081169353657,0.025099635245934244,0.025518503975675493,0.16602472865906384,3.3466401061363023,0.022957340300745,0.4442616583193193,0.25
treatment1,24,0.26212514638351314,0.46749999999999997,0.3305,0.137,0.5785780613084829,0.4214256254540431,0.6609318561290843,0.33444791094737386,0.0768629029305409,1.9265,18.6,0.12150000000000001,0.4,0.13503956236319886,0.04810897716861717,0.045244947377114875,0.07671546883057379,0.013475923392396671,0.01281074898260963,0.027377886189706963,0.026059312661628146,0.03300789629170881,0.17355493594096855,3.37794705639231,0.021281323662829466,0.5026246899500346,0.4
treatment1,25,0.2741576183272695,0.48550000000000004,0.3155,0.16999999999999998,0.5802429264179872,0.41973320969135974,0.6648443091206209,0.330294936559078,0.04734790378067662,1.93475,19.05,0.12225,0.4,0.11983890547219904,0.05605213738353926,0.04839258316377787,0.07920659196384046,0.01355613419609067,0.013009602273394089,0.026967909013684798,0.02671944270236157,0.022008599805789626,0.16601739762985535,3.9930861300634706,0.02130449668373718,0.5026246899500346,0.4
treatment1,26,0.2658869232629383,0.48200000000000004,0.3135,0.16849999999999998,0.5819720662323957,0.4180060955799208,0.6682823467450627,0.3267389430062122,0.058654667167374344,1.9485,19.8,0.12425,0.45,0.11927433013925744,0.06970615014775275,0.03453068810569274,0.09212548650160765,0.013957782691185272,0.013150432142628772,0.02749688488196371,0.027466394609800212,0.02778194224037896,0.18815656974137815,4.073017761342384,0.022552570165119346,0.5104177855340405,0.45
treatment1,27,0.25806541020720086,0.4715,0.324,0.1475,0.5832134516577752,0.4167650905041044,0.6702665553374412,0.3243564648154836,0.07497209838296238,1.95275,19.95,0.12125,0.45,0.14217261062140177,0.05967235099846671,0.060035077465726575,0.1101135777277262,0.014391019952455576,0.013193523275200457,0.02790852538991219,0.029048458432191226,0.03901573581031957,0.19397147782735052,4.260899336747436,0.021635436331702625,0.5104177855340405,0.45
treatment1,28,0.23312996091519284,0.4765,0.3285,0.148,0.5843894139337517,0.41558747766108706,0.6727376266523677,0.32186765902828596,0.06276116498549349,1.9517499999999999,20.15,0.12350000000000001,0.35,0.12744195169958594,0.045337912565417846,0.05112162998801563,0.05662433919679491,0.01477103424420055,0.013341207570237986,0.028529447278181505,0.028983476562188887,0.03894634947298791,0.24128643711746858,4.196176204217609,0.023288804629105188,0.4893604849295929,0.35
treatment1,29,0.2835278840971601,0.475,0.3165,0.1585,0.5859010394649456,0.414064831602741,0.6761807340370065,0.3183065989747471,0.058442044547814764,1.9905000000000002,21.1,0.126,0.5,0.10142303513071875,0.06295361701075519,0.042830756288098924,0.08634538966146064,0.014865587657973769,0.013427373199500287,0.02849256710890557,0.028276156446937723,0.028482734070457774,0.21779940070479634,4.241399967488392,0.021063812820244956,0.512989176042577,0.5
treatment1,30,0.3028358616651746,0.49349999999999994,0.311,0.1825,0.5874337937670736,0.41247368314366895,0.6792515537435235,0.3149215759800016,0.06514868586587663,2.016,21.3,0.13,0.55,0.12699308506946783,0.060808153885374354,0.05646610534321964,0.07913180211054943,0.015687784286422278,0.014107324199218958,0.02991578632783637,0.03059234047436318,0.02822477109822594,0.2188041662260908,4.600915240757167,0.02600607216543252,0.5104177855340404,0.55
treatment1,31,0.2950472777453063,0.4795,0.314,0.1655,0.5892305340287459,0.41055405219522917,0.6835186476374153,0.31060736035328623,0.06812340540534408,2.0595,22.05,0.13275,0.7,0.1057857064153091,0.04559258942554497,0.045699245646198365,0.05633312571330992,0.016198328691424967,0.014811656608011408,0.031595178120383455,0.03136975661330485,0.023242807685855293,0.23109521847065545,4.442320398881175,0.022211601994405868,0.4701623459816272,0.7
treatment1,32,0.2690811026051193,0.47050000000000003,0.3175,0.153,0.5906826921348639,0.409051767613532,0.6860441390175746,0.3079888701114884,0.06683376936025134,2.028,21.95,0.1275,0.5,0.12770174336430504,0.05072889760907069,0.051183364896275264,0.06266871963789136,0.017037872218841833,0.015616264086764439,0.033433482321178126,0.033475784207275885,0.035940690425893616,0.23324033234322694,4.925497570376973,0.01824540317017153,0.512989176042577,0.5
treatment1,33,0.2699287537381715,0.47400000000000003,0.3095,0.1645,0.5922773855517485,0.4073888450866739,0.689486223041835,0.30431663882446824,0.06321908589438043,2.04725,22.35,0.1285,0.4,0.1395225488103504,0.054231472703393825,0.03966637181078677,0.07155969168242839,0.018367196812489807,0.016669598400316104,0.03532147125566284,0.03594939525657817,0.024056368493859802,0.2411457028437372,5.508605707627408,0.022774639635487454,0.5026246899500346,0.4
treatment1,34,0.2598308491395026,0.47850000000000004,0.314,0.1645,0.5938145000540419,0.4057952666631186,0.6924607148738876,0.30124272906795324,0.062122430381065206,2.0765000000000002,22.85,0.1305,0.45,0.14014774727638193,0.05234249556627258,0.04694902050432776,0.08425993616248034,0.019471247132593798,0.017788178426460893,0.03743756687877981,0.03789568317206068,0.027407889414857486,0.23524958750453231,5.284286537511598,0.021453744612415254,0.5104177855340404,0.45
treatment1,35,0.2040651065940638,0.472,0.356,0.11599999999999999,0.5948161013486604,0.4046614572151731,0.6940727086426091,0.2994597494630151,0.06437852636719942,2.05225,23.2,0.13075,0.3,0.11997519962144372,0.05943594517585608,0.05403702434442519,0.08629203781041263,0.0203890999473847,0.01899616228474526,0.0396020914638106,0.039541330462329875,0.03412726989583232,0.26930942387795054,5.662433919679491,0.02202122182183168,0.4701623459816273,0.3
treatment1,36,0.3021262464333936,0.5,0.3045,0.1955,0.5961119015402851,0.40331146213485897,0.6970240331628124,0.2962256438962311,0.0665953831199639,2.0435,24.2,0.127,0.6,0.14867287808290297,0.07560284038106115,0.05345681976088147,0.10267347323073843,0.02123504352825135,0.01958221275527077,0.04024855418467915,0.041139206896682955,0.03674920906555971,0.24303508518643754,5.662433919679491,0.02015727634065883,0.5026246899500345,0.6
treatment1,37,0.27242070830657117,0.47400000000000003,0.3145,0.1595,0.5977094844802673,0.4017359871638678,0.7001877355223982,0.2927260411441034,0.06252105609660544,2.07175,23.95,0.13125,0.45,0.12026867103666,0.05255573482654295,0.058622341708331825,0.07943716484048721,0.021960491809722572,0.020008701742909533,0.04112776219474511,0.04244276382396023,0.03425908438079705,0.26420822629529395,6.0652157509245415,0.023889823863112225,0.5104177855340405,0.45
treatment1,38,0.26931019315353294,0.487,0.3165,0.1705,0.5991199053526379,0.400325713284606,0.7026357973792162,0.2901467468561031,0.05855246276920625,2.104,24.8,0.13525,0.5,0.11736440065044702,0.06182317739454917,0.05382965334225522,0.09310294246014379,0.021901230300193232,0.01979174309996641,0.03937291522340747,0.041264341898637966,0.03891124677455877,0.3053798325123373,6.203564340467163,0.02750478427282673,0.512989176042577,0.5
treatment1,39,0.2301304937524086,0.47800000000000004,0.322,0.15599999999999997,0.6002661668332195,0.3990562296940831,0.7050133198760146,0.28761329333288965,0.0642283937975695,2.087,25.15,0.1315,0.45,0.15025568117814544,0.054925787252101885,0.05307393056165294,0.09063518545303068,0.021238791528243765,0.019218603666076806,0.03791764639056369,0.04000169176834594,0.029823032409446587,0.3122979346713648,6.968160672508545,0.025188761069384228,0.5104177855340405,0.45
treatment1,40,0.3190954347476163,0.5085,0.3035,0.205,0.6018845338711337,0.3973316252804285,0.708750889982682,0.28346356754024254,0.060484384999820576,2.131,26.15,0.137,0.55,0.16900522920310238,0.06123939220709769,0.053535526817048755,0.10055111295152071,0.02170772438999671,0.019778396225945554,0.03956711215430875,0.04240825514819291,0.034301617538170785,0.34572045293697523,6.968160672508545,0.024836306192007655,0.5104177855340404,0.55
treatment2,1,0.16862299437923156,0.422,0.392,0.029999999999999992,0.5027265210415836,0.4973483932005084,0.5055281068273632,0.494136232197397,0.06355966226349864,0.593,1.0,0.0,0.1,0.09059777073871345,0.04840617620445602,0.04311551192344878,0.0666491204980073,0.002052549847535036,0.0020249787926483838,0.004160521433552175,0.004442197910427966,0.03152722448553939,0.03147262804071935,0.0,0.0,0.30779350562554625,0.1
treatment2,2,0.21082960691277855,0.41950000000000004,0.383,0.0365,0.5059109163533614,0.49413503480435594,0.512614523691872,0.48680897161336284,0.08135167529532476,0.9727499999999999,2.0,0.0,0.15,0.09600976263163923,0.05762629151424036,0.034043316060881214,0.06183807377676841,0.0028387593313474184,0.0026764663008768054,0.00527651066758206,0.005651179494439623,0.050539833688992196,0.06308880541285473,0.0,0.0,0.36634754853252327,0.15
treatment2,3,0.22494614850667696,0.4285,0.3805,0.048,0.5093480998807305,0.49068726515760597,0.5199199857886831,0.479434029185238,0.0805739850267589,1.1952500000000001,3.0,0.0,0.15,0.08458902873226698,0.04625728961045234,0.048717769372494654,0.07633720207770672,0.003170694030960029,0.003020025795808559,0.00607428001728114,0.006011707939345897,0.029155258103914936,0.0827404788607442,0.0,0.0,0.36634754853252327,0.15
treatment2,4,0.21292303544507027,0.4255,0.395,0.0305,0.5125480969029612,0.4875948432406226,0.5260444889667257,0.4733098220122276,0.08033893740940057,1.338,4.0,0.0,0.2,0.11155028165188326,0.05871205381485045,0.05385164807134505,0.0920797709083071,0.0037515901640222233,0.0034729148360794124,0.007587075019056031,0.007093586687031049,0.029455668317333605,0.1108626461698866,0.0,0.0,0.4103913408340616,0.2
treatment2,5,0.23987099042709276,0.445,0.377,0.068,0.515612968176386,0.48454211077937337,0.5324992892380849,0.4669367359222928,0.08161520631420652,1.44975,5.0,0.10875000000000001,0.25,0.10270584326402858,0.049257647015196374,0.04496782475457194,0.07977600219562139,0.004345675445025978,0.00434367251316985,0.009953687105914537,0.008360128054480897,0.031472234928309153,0.09447186994299582,0.0,0.020188258703357363,0.4442616583193193,0.25
treatment2,6,0.2199176647612327,0.4135,0.36550000000000005,0.047999999999999994,0.5187963963792382,0.48140833282169365,0.5390475966928154,0.46009734198431695,0.07797768079527384,1.5682500000000001,6.0,0.10600000000000001,0.25,0.1300642469207564,0.051735664172487636,0.049361715401396056,0.07338435226868693,0.00543325949055538,0.00547903114213517,0.012035173210671008,0.010620516261594808,0.041268837437281804,0.11673491111781516,0.0,0.02055800522782715,0.44426165831931924,0.25
treatment2,7,0.22182399238605804,0.42000000000000004,0.382,0.038,0.5221019769268123,0.4781283679572071,0.5459742044707105,0.4530313269071379,0.0888988445836,1.6355,7.0,0.11074999999999999,0.2,0.09801349425980463,0.05457973404498278,0.055402831012598325,0.07480500968307009,0.006097803590463834,0.006185483929403629,0.01342239720435326,0.011580226088687699,0.026504268056002776,0.15747096641336106,0.0,0.017265344052846382,0.41039134083406165,0.2
treatment2,8,0.2538421370137837,0.44699999999999995,0.3585,0.0885,0.5257308153971888,0.474460706661355,0.5537876441984836,0.4448682916510478,0.07982537878146778,1.6647500000000002,8.0,0.11125,0.3,0.09883756033128646,0.04691537734665413,0.05214100315995383,0.05363374821293419,0.006532689359781181,0.0066240191923193584,0.014192886230452947,0.012710574642532103,0.029818863004881152,0.17456317661975262,0.0,0.01897886636290621,0.47016234598162726,0.3
treatment2,9,0.28168514739150885,0.4575,0.353,0.1045,0.5295023428472962,0.47064517706537234,0.5615776357593077,0.4367848643787874,0.07931034864737953,1.70675,9.0,0.11474999999999999,0.55,0.12607867643394824,0.047225662069416634,0.043419617201153865,0.0735187051028512,0.007411756036655851,0.007545770339054841,0.016604768249734926,0.015266290539390229,0.03235015193895163,0.16265296444302899,0.0,0.019226831580673374,0.5104177855340404,0.55
treatment2,10,0.2470541162423531,0.42699999999999994,0.333,0.094,0.533065771038431,0.4670559430393964,0.5686336843545352,0.42951716970572906,0.06930197588132385,1.7747499999999998,10.0,0.119,0.35,0.12082939059725582,0.048460510239075896,0.04910782979697251,0.07443824710173493,0.00825887677965537,0.008406646771546357,0.017692836618127962,0.01637139724332901,0.02468486467691041,0.1581594382094753,0.0,0.021001253095445215,0.4893604849295929,0.35
treatment2,11,0.32501599923985813,0.4915,0.351,0.1405,0.5374586685103486,0.4626778291889243,0.5785570882861689,0.41915644174258687,0.07728484628946063,1.72275,10.9,0.1135,0.6,0.09527406801894384,0.04392277912787156,0.058029030847090934,0.06581273273063262,0.008988441855489693,0.00899432866640664,0.0182381445097835,0.01813061582112972,0.03136450926165855,0.21307569077677535,0.44721359549995787,0.025807995497111887,0.5026246899500346,0.6
treatment2,12,0.3028185694529247,0.4405,0.3305,0.10999999999999999,0.5414890921903683,0.4586538117764314,0.5864224220041758,0.4111916156350097,0.08133707333522301,1.7830000000000001,11.7,0.11775,0.6,0.11024478080931746,0.05266327992663938,0.04695742752749558,0.07718740011713118,0.00913319999209478,0.009136013000698159,0.018658094239733802,0.01848471322015587,0.02794323580992084,0.2022596038966285,0.6569466853317864,0.02484027925938456,0.5026246899500346,0.6
treatment2,13,0.20750224097000322,0.453,0.392,0.06100000000000001,0.5448317401558196,0.45528480339504657,0.5929783996853263,0.40457784314445144,0.07522031131090332,1.72775,12.55,0.10874999999999999,0.2,0.11191274549974822,0.05639148871948675,0.03914883879436743,0.06995487267178975,0.009111636651462252,0.009447556472276047,0.01988967474236062,0.019239660128154396,0.028221789529353378,0.19814584607250654,0.7591546545162482,0.025745464598030097,0.41039134083406165,0.2
treatment2,14,0.28535121188866214,0.446,0.3255,0.12050000000000001,0.548345451950419,0.45179967549177436,0.6004664628218693,0.396796559788004,0.06997367765860017,1.79875,13.4,0.11499999999999999,0.55,0.1561442354616933,0.0661258767726173,0.05762629151424035,0.0972503551610346,0.009526477048409487,0.009711795389827143,0.019978287008677386,0.020187764432274633,0.03467992701530627,0.21113026036574026,0.9403246919632545,0.028377159087807524,0.5104177855340404,0.55
treatment2,15,0.25437284214271133,0.4585,0.3465,0.11199999999999999,0.5521284787081544,0.44805729160170077,0.6085382153006422,0.38865612820855144,0.05669574591657659,1.7737500000000002,14.1,0.11174999999999999,0.4,0.12057591312704853,0.06037383539249432,0.06482973651683388,0.09725711988549246,0.010070038754886991,0.0101015801888287,0.02105532210632125,0.021331837845218662,0.028483312737995915,0.16252833761014046,1.165287405253359,0.020344079702639992,0.5026246899500345,0.4
treatment2,16,0.3209843349501565,0.47800000000000004,0.3345,0.14350000000000002,0.556302415654311,0.4438251017133257,0.6175932115413679,0.37945904508477246,0.07188727839597431,1.7712499999999998,14.75,0.11100000000000002,0.55,0.1303869474145044,0.049161388357766705,0.04570788254027733,0.06861601777090275,0.010370375209736023,0.010536251006054426,0.021700986427722526,0.021296603363286565,0.033839055557868744,0.1251512243143007,1.5174424466672098,0.015269508660623042,0.5104177855340405,0.55
treatment2,17,0.28583159307165384,0.47400000000000003,0.33199999999999996,0.14200000000000002,0.5601354453463157,0.43997633339287506,0.6250977649964227,0.37181351043994637,0.061066957411323355,1.778,15.25,0.11174999999999999,0.55,0.11018705745830731,0.04816637831516919,0.03901416746718934,0.06653847323956744,0.010735133620177022,0.010886874051894539,0.022938707211668973,0.021917127626993212,0.024196709190864613,0.16801002476356178,1.8317377426626162,0.018797746225489236,0.5104177855340405,0.55
treatment2,18,0.2905293693763668,0.47800000000000004,0.3415,0.1365,0.5639597258341941,0.4361500033713628,0.633155930444126,0.36348841306022367,0.06660304227548604,1.761,15.0,0.11325,0.5,0.12202062406732662,0.06152449234162552,0.04270769682880419,0.08171033562144032,0.01084806184091543,0.011065081394372397,0.023431353736605914,0.02158091692797249,0.03147918224753365,0.1732552118149773,2.675424216239755,0.017112245538456403,0.512989176042577,0.5
treatment2,19,0.3100480429548435,0.4765,0.3265,0.15,0.568176323390823,0.43197144077371463,0.6420960164378101,0.35426451058022723,0.061099262638916726,1.7934999999999999,15.6,0.11299999999999999,0.5,0.10492289966509313,0.050915306353322,0.04625728961045234,0.0611297154030931,0.011425997227904865,0.011537923202072796,0.024356555009182154,0.022787678191369756,0.02270343311444104,0.14096565464493008,3.0157481397002077,0.014903196407411893,0.512989176042577,0.5
treatment2,20,0.3307534662835222,0.46749999999999997,0.32,0.14750000000000002,0.5725151137051612,0.4276607506774718,0.6510467908094005,0.3451143065717072,0.0720199303127175,1.85425,16.4,0.11274999999999999,0.7,0.09418098953081538,0.062565754884046,0.04746189607408631,0.07107260927722918,0.012067987637159706,0.012105041911838862,0.025509078133088434,0.02383437333775591,0.02831171667404465,0.17429765073755746,2.909150717088553,0.015683967677385186,0.47016234598162726,0.7
treatment2,21,0.1547402929612785,0.4495,0.3395,0.11000000000000001,0.572936566732716,0.42712389599041956,0.6477559310857518,0.3481764000789017,0.07423044654562409,1.85625,16.4,0.11975,0.05,0.1232416257070555,0.06047835628509897,0.058980371400376215,0.10794735559034029,0.012476054484868127,0.012554878177593532,0.02640363448580836,0.024279053090614868,0.03649801917049314,0.16698467468288028,3.2019730759248075,0.019633148660257976,0.22360679774997896,0.05
treatment2,22,0.15331808110514195,0.4615,0.35150000000000003,0.11000000000000001,0.5713625862827624,0.4285357588765598,0.6435289059061464,0.35215683839669365,0.08875090708002109,1.841,16.8,0.11574999999999999,0.1,0.1110802867674308,0.06028659622346021,0.050915306353322,0.08,0.012408900706295392,0.01206811649674144,0.025004428886367815,0.023220163332346295,0.035639085002445406,0.22035617101697685,3.6215727900574093,0.024130947589743493,0.3077935056255462,0.1
treatment2,23,0.1202754674357885,0.4285,0.358,0.07050000000000001,0.568946573586567,0.43090378461749734,0.6379640693112406,0.35778432422806133,0.08129419944726521,1.8435,17.0,0.11699999999999999,0.0,0.07378136680537543,0.04749238166053028,0.03334035013865963,0.0643571449433795,0.012688698141747138,0.012128827328506994,0.025633729679905452,0.02347802255577167,0.035459199379323125,0.17533501766918275,3.8113404189961417,0.02413776250913428,0.0,0.0
treatment2,24,0.11029970547562433,0.45999999999999996,0.3565,0.1035,0.5663950960852189,0.4333634437611047,0.6327695241338773,0.36294317405285326,0.07311420968620551,1.79875,17.7,0.10674999999999998,0.05,0.10326223739339625,0.03838859479749572,0.04451788522900832,0.058604382807180284,0.012330106128810843,0.011879162709057908,0.02436149178565891,0.021932193134471305,0.036781355178043575,0.19607245572679718,4.117996446919558,0.02488261917166489,0.22360679774997894,0.05
treatment2,25,0.16568385320395151,0.4465,0.3635,0.08299999999999999,0.5644338618405096,0.4351737527361991,0.6296034823482114,0.3661877673862427,0.0796316423386274,1.7695,17.95,0.10325,0.1,0.10468872465554918,0.03977237867242989,0.07169195800161454,0.08572293189474785,0.012306477338079387,0.01197447539017356,0.02543062767329617,0.022367993763380372,0.038260369620911026,0.2670545972170051,4.871776937249466,0.028482450737252227,0.3077935056255462,0.1
treatment2,26,0.13141377859175477,0.437,0.368,0.069,0.5622491146882702,0.437358876068563,0.6243463698736063,0.3714085539613282,0.08252267846035057,1.79875,18.55,0.10774999999999998,0.0,0.0740837833234459,0.05759203161256908,0.04490926524964707,0.08711154373922886,0.012866957470553705,0.012209287997919115,0.025629756868686574,0.023472773304693967,0.03300226959685616,0.19770309344543582,4.673272267288792,0.023534688843223916,0.0,0.0
treatment2,27,0.1284567927050859,0.4665,0.382,0.0845,0.5599301930197113,0.439672753393746,0.6195478607871396,0.37631360525100727,0.07317535537700544,1.7765,18.55,0.11125,0.05,0.09827092041962901,0.056594122811844214,0.044674259632188754,0.08146520083672795,0.012601400750649628,0.012022584640885556,0.025166284477605147,0.0224967523290014,0.028010142208949502,0.23209061297600764,4.860961568292949,0.029685855217594793,0.22360679774997896,0.05
treatment2,28,0.10832443918113244,0.4545,0.34500000000000003,0.1095,0.5572251507039796,0.44226257565605104,0.6137933149559858,0.3820452877259317,0.08391186660366473,1.83275,19.35,0.11625,0.1,0.11017213854573549,0.05689093906210743,0.061601435389975,0.08357001476858222,0.0128719152098119,0.012112100630061687,0.025986434886127646,0.023665797923894977,0.030790310308178054,0.2421095608886279,4.923359999452663,0.027619358199792055,0.3077935056255462,0.1
treatment2,29,0.1471007735431201,0.45499999999999996,0.3405,0.1145,0.5551772724122866,0.4442166105210467,0.6103270828603548,0.38523850646620633,0.07676719470895463,1.82625,19.15,0.1125,0.15,0.12240279578805888,0.05529823448214334,0.04762518130922802,0.07877182237323192,0.013096296889320173,0.012395785298879471,0.0263022965745794,0.024370903417500332,0.035161688417060216,0.19102132011071984,4.976523834332979,0.026081854955020686,0.3663475485325232,0.15
treatment2,30,0.15667819817051803,0.442,0.3745,0.0675,0.5529994505637797,0.44627536384935584,0.6054189236446198,0.39002693333323796,0.08452155191673758,1.7732500000000002,18.6,0.1055,0.1,0.10934033906375025,0.06485611605294972,0.0768782359182021,0.1035615758860399,0.013775852223711848,0.013131713488607453,0.027678347977684932,0.025957298772115125,0.04657572797636128,0.24429961651950852,4.592900700222602,0.020768143621269674,0.30779350562554625,0.1
treatment2,31,0.15028251655538796,0.4215,0.376,0.0455,0.5507870870204505,0.44834887269030393,0.6009492703673194,0.39424890170738275,0.072967457099316,1.7905000000000002,18.7,0.10425,0.0,0.0911913024316859,0.04815271758194252,0.04967261238401531,0.07577494378264596,0.014651881603429914,0.01402587563040534,0.029398774376331243,0.02807132742170978,0.03171401998181668,0.19900343821414904,5.420234991992604,0.022080891953761388,0.0,0.0
treatment2,32,0.14460352821627503,0.4125,0.3655,0.047,0.5486489445655482,0.4503294046526628,0.5965119529379241,0.398343069314068,0.069371625831033,1.8425,18.9,0.11499999999999999,0.05,0.09590734791974771,0.0526032818667989,0.060998274350051986,0.0823407554009556,0.014740361961736356,0.014163089427363449,0.02883650588197549,0.02756725777620807,0.03794135694564586,0.19284913656452862,5.729884723741693,0.017844356324383876,0.22360679774997896,0.05
treatment2,33,0.12799055920724775,0.442,0.3545,0.0875,0.5465531396993144,0.45235365348766887,0.5920798061593473,0.4026525978951212,0.09043916050218803,1.8392499999999998,19.35,0.11574999999999999,0.05,0.10101363348874114,0.04212762564048992,0.04223680111491698,0.06146244039205869,0.014605185484566576,0.013907998829888855,0.02819022141676931,0.02724258452622378,0.027390376240151587,0.17313878673966793,6.028659622346019,0.020473024613918322,0.22360679774997896,0.05
treatment2,34,0.08048818836561908,0.449,0.35750000000000004,0.0915,0.544420688411919,0.45435639859052107,0.5878766754995964,0.4068374710552597,0.06930748071992628,1.8135000000000001,19.1,0.1105,0.0,0.06593168410164067,0.04063962287433805,0.036974386582577595,0.06635431211942523,0.014519642024673032,0.01371430863388327,0.028111272243587962,0.02744297996351772,0.030085327472563296,0.14584689160031378,5.280550210566679,0.017614288458371995,0.0,0.0
treatment2,35,0.14160985838551587,0.43949999999999995,0.3855,0.05399999999999999,0.5421512030399814,0.45651087215762753,0.5830628930702807,0.4115855891099655,0.0798843556300248,1.7625,18.5,0.10500000000000001,0.05,0.09440841060578145,0.05808115918808421,0.042732337071343836,0.07694153624668537,0.01447397320151862,0.013744454802137911,0.027922959938733588,0.027132962974111496,0.03273494655783409,0.1691114549950012,5.94270893395295,0.020900768054383984,0.22360679774997894,0.05
treatment2,36,0.08656489515152384,0.429,0.373,0.05600000000000001,0.539973291240513,0.4585749895677244,0.5787423472301174,0.4158347101680663,0.06464420063813878,1.7719999999999998,17.95,0.10500000000000001,0.0,0.05586102078214259,0.039722723180090576,0.04835178111344096,0.060471829021976495,0.014503810121893647,0.013814800749290267,0.027773977684666835,0.02713320690069062,0.028766999384190087,0.15448045354126777,6.021671388891082,0.020711044599948422,0.0,0.0
treatment2,37,0.14485118817772885,0.43499999999999994,0.3785,0.05650000000000001,0.5375385342604216,0.4607891435610279,0.5735728949974301,0.42081640069802173,0.08150780931794258,1.7550000000000001,18.05,0.10600000000000001,0.15,0.1149631352550888,0.049577159426918614,0.056314436776671084,0.08374617037591378,0.015342509335587078,0.014833621458528417,0.030440924660767064,0.029859597144282973,0.02569114338196447,0.16138381840229607,6.099827435005199,0.017814837104296845,0.36634754853252327,0.15
treatment2,38,0.14625858080344373,0.41150000000000003,0.3795,0.031999999999999994,0.5348080703298939,0.46340001620751287,0.5676212482808745,0.4267223919747444,0.07720547612551062,1.76525,18.55,0.10625,0.1,0.11660361933804879,0.061067262312271615,0.0565196751955505,0.09506784281155277,0.01596926871781899,0.015398930362879775,0.03130929957484527,0.030577107089514124,0.027242704801200036,0.15250949064514677,6.261620775553411,0.018558229838452855,0.3077935056255462,0.1
treatment2,39,0.16086551510671923,0.422,0.3565,0.06549999999999999,0.5319011660818235,0.46620692120536233,0.5615576216910492,0.4327125697747394,0.08916710748742036,1.7704999999999997,17.85,0.10575000000000001,0.1,0.101907101486768,0.05217379862687685,0.04923359999452663,0.09058145505565696,0.016262071655686605,0.015550446010952767,0.031063412564523676,0.03089056118206073,0.04291846282891196,0.15208117638460822,6.376560696471842,0.02504075625224227,0.3077935056255462,0.1
treatment2,40,0.1528589937642093,0.4175,0.3935,0.024,0.529011707335875,0.4690358215428964,0.5555733526821014,0.43871019631442676,0.08539810225327057,1.75475,17.5,0.10625,0.1,0.0999427129951443,0.06980235254669166,0.05018649430400887,0.09270212624598377,0.01644009715866012,0.015656521624938188,0.031472418467854715,0.031173869370749747,0.02766965757844004,0.17707770372888487,7.119284411112944,0.01883969772916529,0.3077935056255462,0.1
treatment3,1,0.16862299437923156,0.422,0.392,0.029999999999999992,0.5027265210415836,0.4973483932005084,0.5055281068273632,0.494136232197397,0.06355966226349864,0.593,1.0,0.0,0.1,0.09059777073871345,0.04840617620445602,0.04311551192344878,0.0666491204980073,0.002052549847535036,0.0020249787926483838,0.004160521433552175,0.004442197910427966,0.03152722448553939,0.03147262804071935,0.0,0.0,0.30779350562554625,0.1
treatment3,2,0.21082960691277855,0.41950000000000004,0.383,0.0365,0.5059109163533614,0.49413503480435594,0.512614523691872,0.48680897161336284,0.08135167529532476,0.9727499999999999,2.0,0.0,0.15,0.09600976263163923,0.05762629151424036,0.034043316060881214,0.06183807377676841,0.0028387593313474184,0.0026764663008768054,0.00527651066758206,0.005651179494439623,0.050539833688992196,0.06308880541285473,0.0,0.0,0.36634754853252327,0.15
treatment3,3,0.22494614850667696,0.4285,0.3805,0.048,0.5093480998807305,0.49068726515760597,0.5199199857886831,0.479434029185238,0.0805739850267589,1.1952500000000001,3.0,0.0,0.15,0.08458902873226698,0.04625728961045234,0.048717769372494654,0.07633720207770672,0.003170694030960029,0.003020025795808559,0.00607428001728114,0.006011707939345897,0.029155258103914936,0.0827404788607442,0.0,0.0,0.36634754853252327,0.15
