post_index,comment_imbalance,participation_rate_A,participation_rate_B,participation_gap,mean_confidence_A,mean_confidence_B,mean_willingness_A,mean_willingness_B,conformity_rate,silence_streak_mean,silence_streak_max,silence_streak_pct_ge_5,cascade_flag
26,0.3846153846153846,0.53,0.38,0.15000000000000002,0.6033836229354431,0.40628833524216046,0.7233139077852988,0.3015069594884171,0.10989010989010989,1.88,15,0.125,1
27,0.19480519480519476,0.42,0.35,0.07,0.6059952331405719,0.4039117310314808,0.7272836846796126,0.29777621527588427,0.05194805194805195,1.94,16,0.14,0
28,0.47126436781609193,0.52,0.35,0.17000000000000004,0.6102805593535667,0.3997557627156453,0.7390085764267528,0.28729629643757515,0.13793103448275862,1.78,17,0.105,1
29,0.24137931034482762,0.51,0.36,0.15000000000000002,0.6151399309191201,0.3953558793143245,0.74981490769335,0.27817620248530284,0.034482758620689655,1.755,18,0.105,0
30,0.4022988505747127,0.54,0.33,0.21000000000000002,0.6188680797584711,0.3921627778810255,0.7560051781127762,0.2724149104993052,0.10344827586206896,1.745,19,0.105,1
31,0.3737373737373737,0.66,0.33,0.33,0.6230151940857245,0.3883582212092137,0.7656363029296154,0.26385034608925917,0.020202020202020204,1.74,20,0.12,1
32,0.4025974025974026,0.52,0.25,0.27,0.6265312833666433,0.3853727390329413,0.7715531317676073,0.2585605149508144,0.025974025974025976,2.03,21,0.125,1
33,0.26027397260273966,0.45,0.28,0.16999999999999998,0.6287394115990621,0.3833032368684023,0.7751550652614243,0.255472597583501,0.0136986301369863,2.05,22,0.105,0
34,0.41025641025641035,0.48,0.3,0.18,0.6344493473985725,0.3781940778888848,0.7896089422222298,0.2432406492515791,0.08974358974358974,1.885,23,0.095,1
35,0.39473684210526305,0.51,0.25,0.26,0.63995592484224,0.37352783982594245,0.7979004078595922,0.23623665290749646,0.02631578947368421,2.145,24,0.155,1
36,0.3571428571428572,0.53,0.31,0.22000000000000003,0.6442884137623313,0.36981774050184635,0.8044618883341143,0.23083729690567228,0.047619047619047616,2.135,25,0.175,1
37,0.29268292682926833,0.53,0.29,0.24000000000000005,0.6478604111719066,0.36682443321812364,0.8094270603662227,0.22679778195047168,0.0,2.065,26,0.15,0
38,0.4382022471910112,0.59,0.3,0.29,0.6522733359937334,0.3627071428370679,0.8167500076457225,0.22054105487238945,0.056179775280898875,1.895,27,0.13,1
39,0.3763440860215055,0.62,0.31,0.31,0.6553118317814466,0.36009833227978005,0.8199239583195237,0.21770998886476073,0.021505376344086023,1.88,28,0.135,1
40,0.5294117647058822,0.57,0.28,0.2899999999999999,0.6591774722957234,0.3564943357415963,0.8258340554747068,0.21226864375087445,0.09411764705882353,2.04,29,0.125,1
